originalNodeId,canonicalNodeId,name,merged
201003437,201000163,香叶,true
201003605,201000163,香叶,true
201002057,201002057,香干,false
201002664,201002664,香果,false
201003599,201002664,香果,true
201000786,201000786,香油,false
201001709,201000786,香油,true
201003424,201000786,香油,true
201003546,201000786,香油,true
201003623,201000786,香油,true
201003637,201000786,香油,true
201003720,201000786,香油,true
201003784,201000786,香油,true
201003847,201000786,香油,true
201003867,201000786,香油,true
201003935,201000786,香油,true
201004027,201000786,香油,true
201004050,201000786,香油,true
201004345,201000786,香油,true
201004758,201000786,香油,true
201004834,201000786,香油,true
201004846,201000786,香油,true
201004870,201000786,香油,true
201004891,201000786,香油,true
201005261,201000786,香油,true
201005321,201000786,香油,true
201005560,201000786,香油,true
201005728,201000786,香油,true
201003374,201003374,香芹,false
201003602,201003602,香茅,false
201003598,201003598,香草,false
201001088,201001088,香草精,false
201004439,201001088,香草精,true
201002124,201002124,香菇,false
201002710,201002124,香菇,true
201000086,201000086,香菜,false
201000106,201000086,香菜,true
201000190,201000086,香菜,true
201000248,201000086,香菜,true
201000300,201000086,香菜,true
201000328,201000086,香菜,true
201000429,201000086,香菜,true
201000821,201000086,香菜,true
201002269,201000086,香菜,true
201002516,201000086,香菜,true
201002687,201000086,香菜,true
201002801,201000086,香菜,true
201003082,201000086,香菜,true
201003638,201000086,香菜,true
201003721,201000086,香菜,true
201003751,201000086,香菜,true
201003968,201000086,香菜,true
201004418,201000086,香菜,true
201005238,201005238,香菜碎,false
201000259,201000259,香葱,false
201000747,201000259,香葱,true
201003179,201000259,香葱,true
201003890,201000259,香葱,true
201003919,201000259,香葱,true
201003944,201000259,香葱,true
201004291,201000259,香葱,true
201004455,201000259,香葱,true
201004607,201000259,香葱,true
201005005,201000259,香葱,true
201005546,201000259,香葱,true
201005638,201000259,香葱,true
201005661,201000259,香葱,true
201000563,201000563,香蕉,false
201003488,201003488,香辣酱,false
201000282,201000282,香醋,false
201002207,201000282,香醋,true
